Name,Locus,Genome,Contig,Start,Stop,Protein_ID,Coding_Strand,Proteome_ID,Proteome_Product,Proteome_Gene_Name,Proteome_Species,Proteome_BSR,Name
CBO_0442,GCA-001573935.1-protein1386,GCA_001573935.1,LFPP01000002.1,435666,439307,1386,1,tr|A5I290|A5I290_CLOBH,microbial collagenase,colA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_0442
CBO_0443,GCA-001273255.1-protein2202,GCA_001273255.1,LGIK01000043.1,86428,87399,2202,1,tr|A5I7E4|A5I7E4_CLOBH,Sorbitol operon regulator,sorC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0443
CBO_0444,GCA-001273255.1-protein1185,GCA_001273255.1,LGIK01000021.1,71524,72591,1185,1,tr|A5I4H9|A5I4H9_CLOBH,Protein RecA,recA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0444
CBO_0445,GCA-001273255.1-protein1556,GCA_001273255.1,LGIK01000025.1,194119,194886,1556,-1,tr|A5I572|A5I572_CLOBH,Flagellar basal-body rod protein,CBO2638,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0445
CBO_0446,GCA-001273255.1-protein2126,GCA_001273255.1,LGIK01000043.1,23041,23268,2126,1,tr|A5I7M0|A5I7M0_CLOBH,Protein translocase subunit SecE,secE,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0446
CBO_0447,GCA-001273255.1-protein1205,GCA_001273255.1,LGIK01000021.1,89399,90751,1205,1,tr|A5I470|A5I470_CLOBH,Poly A polymerase family protein,CBO2302,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0447
CBO_0448,GCA-001273255.1-protein3408,GCA_001273255.1,LGIK01000054.1,223606,224280,3408,-1,tr|A5HYF0|A5HYF0_CLOBH,Isochorismatase,CBO0257,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0448
CBO_0449,GCA-001573175.1-protein3506,GCA_001573175.1,LFOK01000008.1,110708,112030,3506,-1,tr|A5I3W2|A5I3W2_CLOBH,Amino acid permease,CBO2191,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_0449
CBO_0450,GCA-001273255.1-protein1194,GCA_001273255.1,LGIK01000021.1,79657,81087,1194,1,tr|A5I4H0|A5I4H0_CLOBH,Adenylosuccinate lyase,CBO2396,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0450
CBO_0451,GCA-001273255.1-protein2702,GCA_001273255.1,LGIK01000005.1,13634,14779,2702,1,tr|A5I639|A5I639_CLOBH,Chaperone protein DnaJ,dnaJ,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0451
CBO_0452,GCA-001273255.1-protein2099,GCA_001273255.1,LGIK01000037.1,40866,41720,2099,-1,tr|A5I2Q8|A5I2Q8_CLOBH,Stage 0 sporulation protein A homolog,CBO1786,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0452
CBO_0453,GCA-001273255.1-protein3439,GCA_001273255.1,LGIK01000054.1,256739,258319,3439,1,tr|A5HYI1|A5HYI1_CLOBH,"PTS system, IIbc component",CBO0288,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0453
CBO_0454,GCA-001273255.1-protein3148,GCA_001273255.1,LGIK01000051.1,255161,255922,3148,1,tr|A5I228|A5I228_CLOBH,Activator of 2-hydroxyacyl-CoA dehydratase,CBO1553,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0454
CBO_0455,GCA-001273255.1-protein3285,GCA_001273255.1,LGIK01000054.1,88445,90046,3285,1,tr|A5HY28|A5HY28_CLOBH,CTP synthase,pyrG,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0455
CBO_0456,GCA-001273255.1-protein2032,GCA_001273255.1,LGIK01000036.1,340,636,2032,1,tr|A5I1C0|A5I1C0_CLOBH,Membrane protein,CBO1283,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0456
CBO_0457,GCA-001273255.1-protein2823,GCA_001273255.1,LGIK01000005.1,163720,164118,2823,1,tr|A5I5R3|A5I5R3_CLOBH,Exported protein,CBO2827,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0457
CBO_0458,GCA-001273255.1-protein1104,GCA_001273255.1,LGIK01000019.1,498805,499524,1104,1,tr|A5I0A8|A5I0A8_CLOBH,Cobalt transport protein CbiM,cbiM,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0458
CBO_0459,GCA-001273255.1-protein2400,GCA_001273255.1,LGIK01000044.1,49258,50010,2400,-1,tr|A5I6N8|A5I6N8_CLOBH,Probable polysaccharide deacetylase,CBO3159,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0459
CBO_0460,GCA-001273255.1-protein280,GCA_001273255.1,LGIK01000012.1,297515,297910,280,-1,tr|A5I3C1|A5I3C1_CLOBH,Endoribonuclease,CBO1996,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0460
CBO_0461,GCA-001273255.1-protein3087,GCA_001273255.1,LGIK01000051.1,186233,187156,3087,1,tr|A5I1W5|A5I1W5_CLOBH,Phospholipase,CBO1487,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0461
CBO_0462,GCA-001273255.1-protein1813,GCA_001273255.1,LGIK01000029.1,2550,3338,1813,-1,tr|A5HXT4|A5HXT4_CLOBH,Ferredoxin,CBO0039,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0462
CBO_0463,GCA-001273255.1-protein1997,GCA_001273255.1,LGIK01000034.1,5828,6694,1997,1,tr|A5HYN5|A5HYN5_CLOBH,tRNA(Ile)-lysidine/2-thiocytidine synthase N-terminal domain-containing protein,CBO0341,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0463
CBO_0464,GCA-001273255.1-protein3151,GCA_001273255.1,LGIK01000051.1,257042,257632,3151,1,sp|A5I231|GCH1_CLOBH,GTP cyclohydrolase 1,folE,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0464
CBO_0465,GCA-001273255.1-protein1936,GCA_001273255.1,LGIK01000030.1,89271,89789,1936,1,tr|A5I7T6|A5I7T6_CLOBH,Peptidyl-prolyl cis-trans isomerase,ppiB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0465
CBO_0466,GCA-001273255.1-protein3010,GCA_001273255.1,LGIK01000051.1,106358,107017,3010,1,tr|A5I1P4|A5I1P4_CLOBH,"ABC transporter, permease protein",CBO1412,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0466
CBO_0467,GCA-001573175.1-protein3292,GCA_001573175.1,LFOK01000007.1,240351,241679,3292,1,tr|A5I0W9|A5I0W9_CLOBH,DUF1015 domain-containing protein,CBO1128,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.91,CBO_0467
CBO_0468,GCA-001273255.1-protein51,GCA_001273255.1,LGIK01000012.1,40345,41064,51,1,tr|A5I408|A5I408_CLOBH,ATP-binding transport protein,CBO2239,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0468
CBO_0469,GCA-001273255.1-protein2915,GCA_001273255.1,LGIK01000050.1,75954,76730,2915,1,tr|A5I4Q4|A5I4Q4_CLOBH,Component of proline reductase,prdD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0469
CBO_0470,GCA-001273255.1-protein895,GCA_001273255.1,LGIK01000019.1,273605,274648,895,1,tr|A5HZN1|A5HZN1_CLOBH,Ferrichrome transport system permease protein,fhuG2,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_0470
CBO_0471,GCA-001273255.1-protein153,GCA_001273255.1,LGIK01000012.1,155408,156427,153,1,tr|A5I3Q7|A5I3Q7_CLOBH,histidine kinase,CBO2135,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_0471
CBO_0472,GCA-001273255.1-protein2418,GCA_001273255.1,LGIK01000044.1,72657,73160,2418,1,tr|A5I6Q6|A5I6Q6_CLOBH,Integral membrane protein,CBO3177,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0472
CBO_0473,GCA-001273255.1-protein1971,GCA_001273255.1,LGIK01000030.1,127078,127623,1971,1,tr|A5I7Q1|A5I7Q1_CLOBH,Hypoxanthine phosphoribosyltransferase,hpt,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0473
CBO_0474,GCA-001273255.1-protein2310,GCA_001273255.1,LGIK01000043.1,223649,225283,2310,1,tr|A5I734|A5I734_CLOBH,Two-component sensor kinase,CBO3309,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0474
CBO_0475,GCA-001273255.1-protein332,GCA_001273255.1,LGIK01000012.1,360645,361133,332,1,tr|A5I368|A5I368_CLOBH,Molybdenum cofactor biosynthesis protein B,mogA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0475
CBO_0476,GCA-001573175.1-protein2675,GCA_001573175.1,LFOK01000043.1,9271,9882,2675,1,tr|A5I086|A5I086_CLOBH,Transcriptional regulator,CBO0895,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_0476
CBO_0477,GCA-001273255.1-protein1155,GCA_001273255.1,LGIK01000021.1,37976,38899,1155,1,sp|A5I4L2|EFTS_CLOBH,Elongation factor Ts,tsf,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0477
CBO_0478,GCA-001273255.1-protein1955,GCA_001273255.1,LGIK01000030.1,107716,109125,1955,1,tr|A5I7R7|A5I7R7_CLOBH,histidine kinase,CBO3542,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0478
CBO_0479,GCA-001273255.1-protein1620,GCA_001273255.1,LGIK01000026.1,22747,23124,1620,-1,tr|A5I195|A5I195_CLOBH,Component of glycine reductase complex,grdX,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0479
CBO_0480,GCA-001273255.1-protein3195,GCA_001273255.1,LGIK01000051.1,303873,304820,3195,1,tr|A5I275|A5I275_CLOBH,Glucokinase,glcK,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0480
CBO_0481,GCA-001273255.1-protein3543,GCA_001273255.1,LGIK01000007.1,8066,9517,3543,1,tr|A5HYT3|A5HYT3_CLOBH,Amino acid permease,CBO0389,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0481
CBO_0482,GCA-001273255.1-protein1525,GCA_001273255.1,LGIK01000025.1,161244,161963,1525,-1,tr|A5I542|A5I542_CLOBH,TVP38/TMEM64 family membrane protein,CBO2611,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0482
CBO_0483,GCA-001273255.1-protein2818,GCA_001273255.1,LGIK01000005.1,155176,157395,2818,1,tr|A5I5R8|A5I5R8_CLOBH,chitinase,CBO2832,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0483
CBO_0484,GCA-001273255.1-protein1527,GCA_001273255.1,LGIK01000025.1,163217,164215,1527,-1,tr|A5I544|A5I544_CLOBH,Aminoglycoside phosphotransferase domain-containing protein,CBO2613,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0484
CBO_0485,GCA-001273255.1-protein3080,GCA_001273255.1,LGIK01000051.1,179646,180407,3080,1,tr|A5I1V8|A5I1V8_CLOBH,Exodeoxyribonuclease,exoA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0485
CBO_0486,GCA-001273255.1-protein1537,GCA_001273255.1,LGIK01000025.1,172756,173619,1537,-1,tr|A5I553|A5I553_CLOBH,Inosine-uridine preferring nucleoside hydrolase,CBO2621,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0486
CBO_0487,GCA-001273255.1-protein1906,GCA_001273255.1,LGIK01000030.1,59700,60581,1906,1,tr|A5I7W6|A5I7W6_CLOBH,LysR-family transcriptional regulator,CBO3592,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0487
CBO_0488,GCA-016990395.1-protein1674,GCA_016990395.1,NQVW01000003.1,238540,239373,1674,-1,tr|A5I2Z6|A5I2Z6_CLOBH,Stage 0 sporulation protein A homolog,spo0A,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_0488
CBO_0489,GCA-001273255.1-protein36,GCA_001273255.1,LGIK01000012.1,27077,27646,36,1,tr|A5I422|A5I422_CLOBH,Membrane protein,CBO2254,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0489
CBO_0490,GCA-001273255.1-protein3567,GCA_001273255.1,LGIK01000007.1,36477,37331,3567,1,tr|A5HYV8|A5HYV8_CLOBH,Undecaprenyl-diphosphatase,upk2,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0490
CBO_0491,GCA-001273255.1-protein2178,GCA_001273255.1,LGIK01000043.1,60979,61683,2178,1,tr|A5I7G8|A5I7G8_CLOBH,Germination-specific N-acetylmuramoyl-L-alanine amidase,cwlD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0491
CBO_0492,GCA-054771105.1-protein626,GCA_054771105.1,NKSR01000001.1,692473,694215,626,-1,tr|A5I273|A5I273_CLOBH,"ABC transporter, ATP-binding/permease protein",CBO1600,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_0492
CBO_0493,GCA-001273255.1-protein3136,GCA_001273255.1,LGIK01000051.1,241576,242979,3136,1,tr|A5I216|A5I216_CLOBH,Probable transporter,CBO1539,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0493
CBO_0494,GCA-001273255.1-protein56,GCA_001273255.1,LGIK01000012.1,46043,47071,56,1,tr|A5I404|A5I404_CLOBH,Threonine aldolase,CBO2233,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0494
CBO_0495,GCA-001273255.1-protein2955,GCA_001273255.1,LGIK01000051.1,46962,48551,2955,1,tr|A5I1I9|A5I1I9_CLOBH,"ABC transporter, substrate-binding lipoprotein",CBO1355,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0495
CBO_0496,GCA-001273255.1-protein3335,GCA_001273255.1,LGIK01000054.1,141624,142412,3335,1,tr|A5HY78|A5HY78_CLOBH,"Guanosine 3',5'-bis-pyrophosphate (PpGpp) synthesis/degradation protein",CBO0185,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0496
CBO_0497,GCA-001273255.1-protein2143,GCA_001273255.1,LGIK01000043.1,40954,41787,2143,1,sp|A5I7K3|RL2_CLOBH,Large ribosomal subunit protein uL2,rplB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0497
CBO_0498,GCA-001273255.1-protein2870,GCA_001273255.1,LGIK01000050.1,28272,29606,2870,1,tr|A5I4V1|A5I4V1_CLOBH,DUF512 domain-containing protein,CBO2520,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0498
CBO_0499,GCA-001273255.1-protein2200,GCA_001273255.1,LGIK01000043.1,84059,84589,2200,1,tr|A5I7E6|A5I7E6_CLOBH,Subunit of pyruvate:flavodoxin oxidoreductase,CBO3421,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0499
CBO_0500,GCA-001273255.1-protein2228,GCA_001273255.1,LGIK01000043.1,110597,111538,2228,1,tr|A5I7B8|A5I7B8_CLOBH,"Transketolase, pyridine binding subunit",tkt',Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0500
CBO_0501,GCA-001273255.1-protein156,GCA_001273255.1,LGIK01000012.1,160342,160830,156,1,tr|A5I3Q4|A5I3Q4_CLOBH,Helix-turn-helix domain-containing protein,CBO2132,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0501
CBO_0502,GCA-001573255.1-protein1443,GCA_001573255.1,LFON01000002.1,235271,236632,1443,-1,tr|A5HYV5|A5HYV5_CLOBH,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT,murT,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0502
CBO_0503,GCA-007833435.1-protein2307,GCA_007833435.1,CP022400.1,2555608,2555934,2307,-1,tr|A5I417|A5I417_CLOBH,Membrane protein,CBO2248,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_0503
CBO_0504,GCA-001273255.1-protein2238,GCA_001273255.1,LGIK01000043.1,122879,124084,2238,1,tr|A5I7A9|A5I7A9_CLOBH,Cell division protein (Stage V sporulation protein E),CBO3384,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0504
CBO_0505,GCA-001273255.1-protein408,GCA_001273255.1,LGIK01000012.1,440363,440899,408,1,tr|A5I2Z1|A5I2Z1_CLOBH,ADP-ribose pyrophosphatase,nudF,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0505
CBO_0506,GCA-001273255.1-protein395,GCA_001273255.1,LGIK01000012.1,422959,423780,395,1,tr|A5I304|A5I304_CLOBH,Methyltransferase,CBO1880,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0506
CBO_0507,GCA-001273255.1-protein968,GCA_001273255.1,LGIK01000019.1,352377,353591,968,1,tr|A5HZW3|A5HZW3_CLOBH,Thiaminase I,CBO0770,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0507
CBO_0508,GCA-001273255.1-protein1814,GCA_001273255.1,LGIK01000029.1,3472,4194,1814,-1,tr|A5HXT3|A5HXT3_CLOBH,Hydrolase,CBO0038,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0508
CBO_0509,GCA-001273255.1-protein2195,GCA_001273255.1,LGIK01000043.1,79916,80986,2195,1,tr|A5I7F1|A5I7F1_CLOBH,Probable butyrate kinase,buk1,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0509
CBO_0510,GCA-001573175.1-protein2488,GCA_001573175.1,LFOK01000004.1,243246,244112,2488,1,tr|A5HYG5|A5HYG5_CLOBH,Stage 0 sporulation protein A homolog,CBO0272,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.79,CBO_0510
CBO_0511,GCA-001273255.1-protein1466,GCA_001273255.1,LGIK01000025.1,107498,112363,1466,1,tr|A5I532|A5I532_CLOBH,nicotinate-nucleotide adenylyltransferase,CBO2601,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0511
CBO_0512,GCA-001273255.1-protein1570,GCA_001273255.1,LGIK01000025.1,206038,206850,1570,-1,tr|A5I586|A5I586_CLOBH,Chemotaxis MotA protein,motA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0512
CBO_0513,GCA-001273255.1-protein2416,GCA_001273255.1,LGIK01000044.1,70250,71185,2416,-1,tr|A5I6Q4|A5I6Q4_CLOBH,Regulatory protein RecX,recX,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0513
CBO_0514,GCA-001273255.1-protein497,GCA_001273255.1,LGIK01000015.1,40460,41005,497,1,tr|A5I6U3|A5I6U3_CLOBH,Rubrerythrin,CBO3214,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0514
CBO_0515,GCA-001273255.1-protein3619,GCA_001273255.1,LGIK01000009.1,53174,53524,3619,-1,tr|A5I0Q8|A5I0Q8_CLOBH,ArsC family transcriptional regulator,CBO1065,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0515
CBO_0516,GCA-001273255.1-protein3166,GCA_001273255.1,LGIK01000051.1,271338,272099,3166,1,sp|A5I246|HIS6_CLOBH,Imidazole glycerol phosphate synthase subunit HisF,hisF,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0516
CBO_0517,GCA-001273255.1-protein1777,GCA_001273255.1,LGIK01000028.1,66296,68260,1777,-1,,,,,,CBO_0517
CBO_0518,GCA-001273255.1-protein2971,GCA_001273255.1,LGIK01000051.1,63595,64068,2971,1,sp|A5I1K5|Y1373_CLOBH,UPF0251 protein CBO1373/CLC_1408,CBO1373,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0518
CBO_0519,GCA-001573255.1-protein1943,GCA_001573255.1,LFON01000027.1,35624,36334,1943,1,tr|A5I6N6|A5I6N6_CLOBH,Single-stranded DNA binding protein,CBO3157,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_0519
CBO_0520,GCA-001573665.1-protein952,GCA_001573665.1,LFPF01000016.1,11612,13051,952,1,tr|A5I0N0|A5I0N0_CLOBH,Fatty acid beta-hydroxylating cytochrome P450,cypC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.87,CBO_0520
CBO_0521,GCA-001273255.1-protein67,GCA_001273255.1,LGIK01000012.1,58215,59045,67,1,tr|A5I3Z4|A5I3Z4_CLOBH,4Fe-4S cluster containing ParA family ATPase protein,CBO2223,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_0521
CBO_0522,GCA-001879605.1-protein450,GCA_001879605.1,CP013246.1,455524,456207,450,1,tr|A5I345|A5I345_CLOBH,Exported protein,CBO1921,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.94,CBO_0522
CBO_0523,GCA-001273255.1-protein411,GCA_001273255.1,LGIK01000012.1,442027,442902,411,1,tr|A5I2Y8|A5I2Y8_CLOBH,Tyrosine recombinase,xerD2,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0523
CBO_0524,GCA-001273255.1-protein1873,GCA_001273255.1,LGIK01000030.1,26434,26676,1873,1,sp|A5I7Z9|RS18_CLOBH,Small ribosomal subunit protein bS18,rpsR,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0524
CBO_0525,GCA-001273255.1-protein1461,GCA_001273255.1,LGIK01000025.1,103893,104663,1461,1,tr|A5I527|A5I527_CLOBH,Membrane protein,CBO2596,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0525
CBO_0526,GCA-001273255.1-protein560,GCA_001273255.1,LGIK01000017.1,43750,45171,560,1,tr|A5I0G3|A5I0G3_CLOBH,histidine kinase,CBO0971,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0526
CBO_0527,GCA-001273255.1-protein249,GCA_001273255.1,LGIK01000012.1,261297,262178,249,-1,sp|A5I3F5|PIP_CLOBH,Proline iminopeptidase,pip,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0527
CBO_0528,GCA-001273255.1-protein3101,GCA_001273255.1,LGIK01000051.1,200716,201285,3101,-1,tr|A5I1Y0|A5I1Y0_CLOBH,MORN repeat family protein,CBO1502,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0528
CBO_0529,GCA-001273255.1-protein3374,GCA_001273255.1,LGIK01000054.1,183564,184937,3374,1,tr|A5HYB7|A5HYB7_CLOBH,RNA polymerase sigma-54 factor,rpoN,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0529
CBO_0530,GCA-001273255.1-protein692,GCA_001273255.1,LGIK01000019.1,42866,43726,692,1,tr|A5HZ08|A5HZ08_CLOBH,Membrane protein,CBO0464,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0530
CBO_0531,GCA-001273255.1-protein2957,GCA_001273255.1,LGIK01000051.1,49513,50313,2957,1,tr|A5I1J1|A5I1J1_CLOBH,"ABC transporter, permease protein",CBO1357,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0531
CBO_0532,GCA-001273255.1-protein2440,GCA_001273255.1,LGIK01000047.1,10952,12028,2440,1,tr|A5I5M4|A5I5M4_CLOBH,Membrane protein,CBO2788,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0532
CBO_0533,GCA-001273255.1-protein2576,GCA_001273255.1,LGIK01000049.1,29781,32555,2576,-1,tr|A5I679|A5I679_CLOBH,Penicillin-binding protein,CBO2999,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_0533
CBO_0534,GCA-001273255.1-protein328,GCA_001273255.1,LGIK01000012.1,356789,358111,328,1,tr|A5I372|A5I372_CLOBH,Probable multidrug resistance protein NorM,CBO1947,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0534
CBO_0535,GCA-001273255.1-protein2141,GCA_001273255.1,LGIK01000043.1,39986,40606,2141,1,sp|A5I7K5|RL4_CLOBH,Large ribosomal subunit protein uL4,rplD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0535
CBO_0536,GCA-001273255.1-protein2973,GCA_001273255.1,LGIK01000051.1,65756,66796,2973,1,tr|A5I1K7|A5I1K7_CLOBH,Ribonuclease Z,rnz,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0536
CBO_0537,GCA-001573485.1-protein1030,GCA_001573485.1,LFOX01000017.1,75791,76012,1030,-1,tr|A5HY18|A5HY18_CLOBH,Membrane protein,CBO0122,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.89,CBO_0537
CBO_0538,GCA-001273255.1-protein3293,GCA_001273255.1,LGIK01000054.1,96494,97102,3293,1,tr|A5HY36|A5HY36_CLOBH,Membrane protein,CBO0140,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0538
CBO_0539,GCA-001273255.1-protein1879,GCA_001273255.1,LGIK01000030.1,32547,33884,1879,1,tr|A5I7Z3|A5I7Z3_CLOBH,Replicative DNA helicase,dnaB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_0539
